C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_18_496.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_18_496.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_18_496.jpg, 0, 0, 0, 7.815342E-05
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_18_598.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_18_598.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_18_598.jpg, 0, 0, 0, 8.017896E-05
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_18_699.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_18_699.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_18_699.jpg, 0, 0, 0, 7.796983E-05
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_18_802.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_18_802.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_18_802.jpg, 0, 0, 0, 7.826598E-05
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_18_902.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_18_902.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_18_902.jpg, 0, 0, 0, 7.833519E-05
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_19_005.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_19_005.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_19_005.jpg, 0, 0.0391617, 0, 0.01213743
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_19_107.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_19_107.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_19_107.jpg, 0, 0.3381123, 0, 0.2611821
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_19_207.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_19_207.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_19_207.jpg, 0, 0.6407545, 0, 0.8655829
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_19_308.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_19_308.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_19_308.jpg, 0, 0.9400188, 0, 1.794037
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_19_410.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_19_410.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_19_410.jpg, -0.1535235, 1, 0, 2.942504
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_19_512.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_19_512.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_19_512.jpg, 0, 1, 0, 4.119334
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_19_614.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_19_614.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_19_614.jpg, 0, 1, 0, 5.283921
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_19_716.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_19_716.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_19_716.jpg, -0.2472384, 1, 0, 6.654466
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_19_816.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_19_816.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_19_816.jpg, -0.1922646, 1, 0, 7.775344
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_19_919.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_19_919.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_19_919.jpg, 0, 1, 0, 8.899204
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_20_021.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_20_021.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_20_021.jpg, -0.127224, 1, 0, 10.01396
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_20_122.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_20_122.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_20_122.jpg, -0.102624, 1, 0, 11.10543
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_20_224.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_20_224.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_20_224.jpg, 0, 1, 0, 11.95632
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_20_324.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_20_324.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_20_324.jpg, -0.1926255, 1, 0, 13.18711
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_20_427.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_20_427.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_20_427.jpg, -0.2695656, 1, 0, 14.20194
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_20_527.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_20_527.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_20_527.jpg, 0, 1, 0, 15.38848
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_20_628.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_20_628.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_20_628.jpg, -0.1979121, 1, 0, 16.36806
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_20_729.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_20_729.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_20_729.jpg, -0.2510116, 1, 0, 17.41155
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_20_829.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_20_829.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_20_829.jpg, 0, 1, 0, 18.4338
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_20_932.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_20_932.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_20_932.jpg, -0.2081358, 1, 0, 19.44407
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_21_035.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_21_035.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_21_035.jpg, -0.234057, 1, 0, 20.59361
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_21_138.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_21_138.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_21_138.jpg, -0.0334941, 1, 0, 21.60626
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_21_240.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_21_240.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_21_240.jpg, -0.3313185, 1, 0, 22.55419
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_21_341.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_21_341.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_21_341.jpg, -0.3074442, 1, 0, 23.4656
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_21_441.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_21_441.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_21_441.jpg, -0.2241869, 1, 0, 24.44049
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_21_542.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_21_542.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_21_542.jpg, -0.5081022, 1, 0, 25.32228
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_21_642.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_21_642.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_21_642.jpg, -0.2150151, 1, 0, 26.25949
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_21_790.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_21_790.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_21_790.jpg, 0, 1, 0, 27.54777
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_21_890.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_21_890.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_21_890.jpg, 0, 1, 0, 28.47707
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_21_991.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_21_991.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_21_991.jpg, 0, 1, 0, 29.39882
C:\Users\popov\Desktop\Data\IMG\center_2021_08_12_12_49_22_092.jpg, C:\Users\popov\Desktop\Data\IMG\left_2021_08_12_12_49_22_092.jpg, C:\Users\popov\Desktop\Data\IMG\right_2021_08_12_12_49_22_092.jpg, 0, 1, 0, 30.18908
